Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Cluster
1750,2966,1,3,1,1997,Urban,Fair,Yes,354431,-1
1751,1487,4,2,3,1973,Downtown,Fair,Yes,796086,-1
1752,2046,4,2,2,1973,Urban,Excellent,No,476228,-1
1753,1149,4,3,2,2006,Rural,Excellent,Yes,681540,-1
1754,1468,3,3,1,2023,Downtown,Excellent,No,747143,-1
1755,3137,2,1,3,1969,Rural,Good,Yes,421467,-1
1756,1600,1,4,2,1999,Suburban,Good,Yes,511531,-1
1757,940,5,2,3,1987,Suburban,Fair,Yes,789126,-1
1758,1269,5,4,2,1975,Urban,Good,Yes,489707,-1
1759,1843,2,2,3,1942,Rural,Good,No,270013,-1
1760,4858,4,2,1,2018,Rural,Poor,Yes,501800,-1
1761,4229,1,4,3,1922,Downtown,Good,Yes,849235,-1
1762,4406,5,3,2,1926,Rural,Poor,No,230697,-1
1763,2077,5,1,1,1957,Rural,Good,No,693107,-1
1764,4508,4,2,3,2020,Downtown,Fair,No,929793,-1
1765,3851,2,3,2,2008,Downtown,Excellent,No,63698,-1
1766,2849,1,2,1,1936,Rural,Fair,Yes,65376,-1
1767,4102,2,1,3,1905,Urban,Good,No,526870,-1
1768,1741,2,2,2,1964,Downtown,Excellent,Yes,325261,-1
1769,1625,1,1,3,1905,Downtown,Excellent,No,286591,-1
1770,3101,1,1,3,1949,Rural,Excellent,Yes,481172,-1
1771,1690,5,2,1,1921,Rural,Poor,No,98786,-1
1772,4631,5,2,1,2004,Downtown,Fair,Yes,687293,-1
1773,4948,1,1,2,1987,Rural,Poor,Yes,268850,-1
1774,572,3,3,1,1924,Downtown,Excellent,No,378624,-1
1775,2414,5,4,2,1978,Urban,Fair,Yes,737055,-1
1776,2972,3,1,3,1989,Urban,Fair,Yes,969015,-1
1777,3546,1,2,3,1971,Downtown,Good,Yes,889665,-1
1778,1207,5,2,2,1950,Downtown,Poor,Yes,423166,-1
1779,2304,2,3,3,1987,Suburban,Poor,No,465718,-1
1780,4213,1,4,1,1947,Suburban,Good,Yes,493226,-1
1781,3064,4,1,3,2001,Rural,Poor,Yes,142529,-1
1782,2975,3,1,1,1969,Rural,Excellent,No,517121,-1
1783,4110,1,4,2,2017,Downtown,Excellent,No,815784,-1
1784,4755,1,1,2,1998,Downtown,Poor,No,489705,-1
1785,3323,5,4,3,2005,Suburban,Good,Yes,675207,-1
1786,2235,5,2,3,1964,Suburban,Fair,Yes,919965,-1
1787,2085,5,4,1,1959,Downtown,Poor,No,524381,-1
1788,566,4,1,1,1945,Urban,Fair,Yes,999453,-1
1789,3561,5,4,3,1935,Urban,Good,No,522803,-1
1790,2928,1,3,3,1957,Rural,Fair,Yes,536275,-1
1791,4653,5,2,2,1975,Downtown,Good,No,772670,-1
1792,841,2,2,2,1937,Downtown,Good,Yes,259870,-1
1793,3274,5,4,2,1910,Rural,Excellent,No,643695,-1
1794,3317,4,1,3,1911,Suburban,Excellent,Yes,648097,-1
1795,3161,2,3,3,1941,Suburban,Good,No,329373,-1
1796,1732,1,2,3,2013,Urban,Poor,Yes,994889,-1
1797,4374,1,2,2,1938,Downtown,Excellent,Yes,616464,-1
1798,2901,3,1,3,1970,Suburban,Good,Yes,669113,-1
1799,1994,2,1,1,1910,Urban,Fair,No,970764,-1
1800,4711,3,3,3,1935,Urban,Fair,Yes,147555,-1
1801,1161,2,4,3,1951,Urban,Poor,Yes,577433,-1
1802,4383,2,1,3,1930,Suburban,Fair,Yes,147289,-1
1803,4119,4,4,3,1932,Suburban,Fair,No,713162,-1
1804,2368,3,3,3,1912,Downtown,Good,Yes,838695,-1
1805,2834,4,4,1,1917,Downtown,Fair,No,470129,-1
1806,3874,2,2,1,1940,Urban,Fair,Yes,107788,-1
1807,1516,1,4,3,1957,Urban,Fair,No,713515,-1
1808,4906,2,3,2,1955,Suburban,Fair,No,706282,-1
1809,707,4,3,3,1923,Suburban,Good,Yes,777591,-1
1810,3165,3,3,3,1972,Downtown,Fair,No,201744,-1
1811,2993,3,4,3,1930,Downtown,Poor,No,219598,-1
1812,1132,4,2,2,1954,Rural,Excellent,Yes,881776,-1
1813,2602,3,1,2,2004,Downtown,Poor,No,959251,-1
1814,3459,5,2,2,1909,Suburban,Excellent,No,462230,-1
1815,3583,1,4,1,1959,Urban,Poor,No,647640,-1
1816,2431,1,4,2,1901,Rural,Excellent,No,534495,-1
1817,4219,1,1,1,2001,Downtown,Excellent,Yes,352468,-1
1818,3062,3,4,1,1914,Downtown,Excellent,No,557745,-1
1819,2179,3,3,2,1902,Suburban,Excellent,No,930507,-1
1820,736,2,3,2,1942,Rural,Good,Yes,276710,-1
1821,4943,2,3,2,1930,Downtown,Poor,Yes,744058,-1
1822,2040,1,3,1,1969,Urban,Excellent,No,913601,-1
1823,4443,5,3,3,1966,Suburban,Poor,Yes,859816,-1
1824,863,2,4,2,1955,Rural,Fair,Yes,577800,-1
1825,2868,2,1,2,1962,Downtown,Excellent,Yes,973570,-1
1826,785,3,1,2,1974,Downtown,Poor,Yes,736860,-1
1827,648,5,3,1,1914,Rural,Good,Yes,173775,-1
1828,4537,1,4,1,2008,Suburban,Poor,Yes,128743,-1
1829,2266,2,2,3,2015,Rural,Excellent,Yes,397786,-1
1830,1512,5,2,2,1991,Rural,Fair,Yes,441731,-1
1831,3331,5,4,1,1909,Suburban,Poor,Yes,654146,-1
1832,3007,1,3,3,1937,Downtown,Fair,No,629088,-1
1833,2023,5,1,2,1946,Urban,Good,No,506356,-1
1834,3285,5,4,1,1956,Suburban,Poor,No,674652,-1
1835,3056,5,2,2,1949,Urban,Poor,No,555533,-1
1836,4225,2,2,2,2013,Downtown,Good,No,314531,-1
1837,2101,1,2,1,1970,Rural,Good,Yes,237232,-1
1838,2908,5,3,1,1914,Urban,Good,Yes,778927,-1
1839,840,5,2,1,1917,Downtown,Excellent,No,182871,-1
1840,3317,2,4,2,1981,Downtown,Excellent,No,169095,-1
1841,2996,1,4,2,2015,Rural,Poor,Yes,609836,-1
1842,2225,3,2,3,2004,Rural,Poor,No,140450,-1
1843,2189,2,4,2,1987,Downtown,Poor,Yes,679957,-1
1844,3767,1,2,1,1901,Downtown,Fair,No,916603,-1
1845,4906,5,2,2,2003,Urban,Good,Yes,483595,-1
1846,761,1,1,3,1983,Downtown,Poor,No,357558,-1
1847,1942,1,3,3,1997,Downtown,Good,Yes,647359,-1
1848,905,1,3,1,1942,Urban,Excellent,No,687096,-1
1849,2690,3,1,1,1925,Suburban,Good,No,550884,-1
1850,4937,1,1,3,1970,Urban,Fair,Yes,128591,-1
1851,743,3,3,3,1937,Urban,Fair,Yes,798501,-1
1852,4607,5,2,3,1993,Rural,Good,No,316441,-1
1853,1060,3,2,1,1941,Urban,Fair,No,683801,-1
1854,4637,5,3,3,1904,Downtown,Fair,Yes,965100,-1
1855,3225,5,2,3,1910,Downtown,Excellent,Yes,922911,-1
1856,1093,3,1,1,1964,Downtown,Poor,Yes,148752,-1
1857,2326,2,2,2,1933,Suburban,Fair,No,186080,-1
1858,3729,4,2,2,2019,Downtown,Poor,No,267885,-1
1859,3787,1,4,3,1900,Suburban,Good,Yes,427625,-1
1860,4573,4,4,2,1982,Downtown,Good,No,197892,-1
1861,633,1,4,2,1901,Urban,Fair,No,514764,-1
1862,3638,1,2,2,1984,Rural,Good,Yes,203325,-1
1863,4419,5,3,2,1919,Downtown,Excellent,No,472418,-1
1864,572,1,1,3,1960,Suburban,Fair,Yes,996740,-1
1865,4994,1,2,2,1986,Suburban,Fair,Yes,641444,-1
1866,4725,3,3,2,1920,Rural,Fair,No,817248,-1
1867,3478,4,2,1,1987,Downtown,Good,No,110263,-1
1868,4861,3,1,3,1967,Urban,Good,Yes,955428,-1
1869,2485,1,2,1,1911,Downtown,Fair,Yes,673540,-1
1870,1292,5,1,1,1921,Downtown,Poor,Yes,168632,-1
1871,4759,3,2,3,1919,Rural,Good,No,911287,-1
1872,594,3,1,2,1981,Downtown,Good,Yes,66575,-1
1873,1633,2,2,1,1900,Urban,Fair,Yes,324348,-1
1874,737,1,1,3,1929,Suburban,Poor,Yes,61952,-1
1875,3446,5,4,2,1996,Rural,Fair,Yes,569826,-1
1876,3030,3,2,3,1923,Urban,Good,No,133323,-1
1877,2460,3,2,1,1913,Suburban,Fair,No,756502,-1
1878,1548,5,3,2,1935,Rural,Fair,Yes,214944,-1
1879,3029,1,3,2,1968,Rural,Fair,No,734736,-1
1880,3464,2,1,3,1974,Suburban,Poor,No,771444,-1
1881,1463,3,2,2,1923,Suburban,Fair,No,192712,-1
1882,1036,2,1,1,1959,Urban,Good,Yes,338581,-1
1883,4723,4,4,1,1994,Downtown,Fair,No,177129,-1
1884,4179,1,3,1,1954,Downtown,Poor,No,924113,-1
1885,4687,4,1,3,1976,Downtown,Excellent,Yes,828810,-1
1886,4224,4,1,2,1979,Downtown,Poor,Yes,582191,-1
1887,1042,4,3,2,1923,Downtown,Fair,No,264776,-1
1888,1345,1,2,2,1976,Urban,Excellent,No,601151,-1
1889,4103,1,1,1,1923,Rural,Fair,Yes,355525,-1
1890,3536,5,3,2,1953,Urban,Poor,Yes,864980,-1
1891,2994,2,2,1,1925,Urban,Excellent,Yes,493172,-1
1892,4985,2,4,2,1965,Urban,Excellent,Yes,585755,-1
1893,3219,5,3,1,1979,Rural,Fair,No,370098,-1
1894,2384,5,1,2,1937,Urban,Fair,Yes,336045,-1
1895,4638,4,4,3,2009,Urban,Poor,No,859733,-1
1896,4849,5,2,3,1964,Rural,Fair,No,961118,-1
1897,3701,3,2,1,2012,Urban,Excellent,No,807902,-1
1898,3210,2,3,1,1974,Downtown,Good,Yes,921612,-1
1899,2453,5,3,2,1950,Suburban,Good,Yes,644191,-1
1900,4350,3,3,2,1934,Urban,Poor,No,416099,-1
1901,1189,3,2,3,1942,Suburban,Fair,No,983708,-1
1902,2450,3,4,2,1928,Urban,Poor,No,594043,-1
1903,956,3,2,1,1936,Urban,Good,No,371961,-1
1904,2630,4,1,1,1980,Downtown,Good,No,838525,-1
1905,4476,3,2,1,1957,Rural,Fair,Yes,306094,-1
1906,4744,4,1,1,1953,Suburban,Excellent,Yes,512753,-1
1907,1679,4,4,1,1938,Rural,Fair,Yes,932751,-1
1908,4785,3,3,3,1941,Downtown,Good,No,335084,-1
1909,4065,2,3,3,1927,Downtown,Excellent,No,749400,-1
1910,1382,3,2,1,1928,Suburban,Poor,Yes,703002,-1
1911,899,3,3,2,1942,Rural,Good,Yes,141544,-1
1912,1108,3,4,1,1902,Downtown,Poor,No,658725,-1
1913,2138,2,3,3,2015,Urban,Excellent,Yes,405113,-1
1914,2648,1,2,1,1909,Urban,Poor,Yes,157001,-1
1915,1882,1,4,3,1958,Urban,Good,Yes,137725,-1
1916,1903,4,1,3,2005,Rural,Fair,No,427928,-1
1917,1319,4,2,1,1913,Urban,Poor,No,160675,-1
1918,3792,2,1,1,1975,Urban,Good,Yes,144266,-1
1919,1319,5,4,2,1946,Downtown,Good,No,321380,-1
1920,919,1,2,3,1941,Downtown,Excellent,Yes,909029,-1
1921,4719,4,2,2,1993,Urban,Good,Yes,265196,-1
1922,3802,1,4,1,1931,Urban,Fair,No,184974,-1
1923,2008,2,3,3,1931,Downtown,Fair,No,673944,-1
1924,1267,2,2,2,1941,Suburban,Poor,No,346508,-1
1925,2544,5,2,2,1931,Rural,Poor,Yes,681359,-1
1926,2639,5,1,2,1925,Rural,Poor,Yes,406554,-1
1927,3529,2,3,1,2014,Downtown,Poor,Yes,201168,-1
1928,2049,4,1,1,1900,Rural,Fair,No,193092,-1
1929,2264,1,1,1,1955,Downtown,Excellent,Yes,632761,-1
1930,3145,3,3,3,2021,Downtown,Poor,Yes,291472,-1
1931,4216,5,3,1,2005,Downtown,Excellent,Yes,356297,-1
1932,4981,3,4,3,1901,Downtown,Good,Yes,222349,-1
1933,2793,4,3,2,1980,Suburban,Good,No,350646,-1
1934,3208,5,2,2,1929,Urban,Poor,No,65675,-1
1935,1400,3,3,1,2019,Urban,Good,No,991869,-1
1936,3584,4,4,2,2002,Suburban,Excellent,Yes,168384,-1
1937,2509,1,4,1,1970,Rural,Excellent,Yes,128229,-1
1938,741,4,4,3,1951,Rural,Good,Yes,663337,-1
1939,2885,5,3,2,1990,Urban,Poor,No,757508,-1
1940,4768,2,3,1,1908,Rural,Excellent,No,401301,-1
1941,1171,1,1,2,1921,Urban,Excellent,No,270319,-1
1942,663,3,1,2,1933,Urban,Fair,No,679999,-1
1943,964,5,2,1,2009,Suburban,Poor,No,684378,-1
1944,3542,2,1,2,1948,Rural,Fair,Yes,929753,-1
1945,2942,4,2,2,1900,Suburban,Good,No,776262,-1
1946,2855,2,4,2,1972,Urban,Good,No,862897,-1
1947,4778,5,1,2,1983,Urban,Fair,No,868718,-1
1948,3057,5,3,3,1952,Urban,Poor,Yes,104795,-1
1949,1045,2,1,2,1982,Downtown,Excellent,No,420283,-1
1950,4335,4,2,2,1999,Downtown,Good,No,784543,-1
1951,1093,2,1,1,2023,Downtown,Poor,No,153845,-1
1952,4304,5,4,3,1939,Suburban,Poor,Yes,362130,-1
1953,1959,5,3,1,1944,Urban,Good,Yes,387540,-1
1954,3993,3,2,1,1967,Rural,Good,No,891610,-1
1955,3101,3,3,1,1908,Suburban,Poor,No,847177,-1
1956,2944,1,3,3,2004,Suburban,Excellent,No,828520,-1
1957,3172,5,2,1,1921,Suburban,Fair,No,303730,-1
1958,4700,3,3,1,1917,Rural,Good,Yes,253426,-1
1959,516,2,3,1,1975,Urban,Fair,No,916069,-1
1960,3691,4,1,2,2005,Downtown,Poor,Yes,972532,-1
1961,892,2,3,1,1942,Urban,Fair,No,279333,-1
1962,924,4,3,3,1938,Urban,Excellent,Yes,622854,-1
1963,1071,3,3,3,1972,Suburban,Poor,Yes,880154,-1
1964,4131,1,3,2,1905,Suburban,Excellent,No,923055,-1
1965,1620,2,2,3,1982,Suburban,Poor,Yes,423218,-1
1966,741,2,4,3,1947,Downtown,Excellent,No,649262,-1
1967,4397,2,1,2,2010,Downtown,Poor,Yes,526908,-1
1968,4595,4,3,1,1906,Downtown,Excellent,Yes,396228,-1
1969,2779,3,3,2,1979,Urban,Poor,No,220951,-1
1970,1288,2,2,1,1968,Suburban,Excellent,No,467983,-1
1971,1214,2,4,1,1915,Rural,Poor,Yes,298595,-1
1972,3349,1,3,3,1900,Urban,Excellent,Yes,953785,-1
1973,1275,1,2,2,2014,Downtown,Good,No,678705,-1
1974,4526,3,1,3,1936,Rural,Fair,No,904531,-1
1975,2747,3,1,3,2002,Rural,Poor,No,229729,-1
1976,578,5,3,1,1982,Suburban,Excellent,Yes,189570,-1
1977,4426,1,3,3,2017,Rural,Good,No,254739,-1
1978,1355,5,4,2,1936,Downtown,Poor,No,337251,-1
1979,2648,4,4,3,1980,Suburban,Poor,Yes,734153,-1
1980,1531,5,3,3,1963,Rural,Poor,No,970200,-1
1981,3771,2,2,1,1989,Suburban,Fair,No,890271,-1
1982,4076,5,4,2,1985,Rural,Excellent,No,663529,-1
1983,4682,3,3,3,1961,Urban,Excellent,No,597685,-1
1984,3956,4,4,1,1971,Urban,Poor,Yes,581992,-1
1985,4006,2,3,3,1960,Downtown,Poor,No,852874,-1
1986,907,5,1,2,1932,Urban,Poor,No,769148,-1
1987,3211,4,3,3,1965,Urban,Good,No,179576,-1
1988,3588,4,1,3,1929,Urban,Poor,No,59765,-1
1989,2168,2,4,1,2010,Rural,Fair,No,427972,-1
1990,647,5,3,3,1919,Rural,Excellent,No,60002,-1
1991,4827,4,4,1,1959,Suburban,Fair,Yes,834141,-1
1992,4397,4,1,2,1981,Rural,Poor,Yes,847822,-1
1993,2450,1,3,3,2006,Urban,Good,Yes,225508,-1
1994,865,4,4,2,2020,Rural,Poor,No,308446,-1
1995,2174,1,1,2,1973,Downtown,Poor,No,527698,-1
1996,4994,5,4,3,1923,Suburban,Poor,No,295620,-1
1997,3046,5,2,1,2019,Suburban,Poor,Yes,580929,-1
1998,1062,5,1,2,1903,Rural,Poor,No,476925,-1
1999,4062,3,1,2,1936,Urban,Excellent,Yes,161119,-1
2000,2989,5,1,3,1903,Suburban,Fair,No,482525,-1
